1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
1,0.505,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005,0
1,0.505,0.2575,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0075,0.005,0
1,0.62875,0.2575,0.13375,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00875,0.0075,0.00375,0
1,0.62875,0.38125,0.13375,0.071875,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009375,0.00875,0.00625,0.00375,0
1,0.690625,0.38125,0.226563,0.071875,0.0409375,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0096875,0.009375,0.0078125,0.00625,0.003125,0
1,0.690625,0.458594,0.226563,0.13375,0.0409375,0.0254688,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00984375,0.0096875,0.00875,0.0078125,0.00546875,0.003125,0
1,0.729297,0.458594,0.296172,0.13375,0.0796094,0.0254688,0.0177344,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00992188,0.00984375,0.00929688,0.00875,0.00710938,0.00546875,0.00273437,0
1,0.729297,0.512734,0.296172,0.187891,0.0796094,0.0486719,0.0177344,0.0138672,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00996094,0.00992188,0.00960937,0.00929688,0.00820313,0.00710938,0.00492188,0.00273437,0
1,0.756367,0.512734,0.350313,0.187891,0.118281,0.0486719,0.0312695,0.0138672,0.0119336,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00998047,0.00996094,0.00978516,0.00960937,0.00890625,0.00820313,0.0065625,0.00492188,0.00246094,0
1,0.756367,0.55334,0.350313,0.234297,0.118281,0.0747754,0.0312695,0.0216016,0.0119336,0.0109668,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999023,0.00998047,0.00988281,0.00978516,0.0093457,0.00890625,0.00773438,0.0065625,0.00451172,0.00246094,0
