30,30,30,30,30,30,30,30,30,30,30
30,30.0075,30,30.0132,30,30.014,30,30.0132,30,30.0075,30
30,30.0301,30,30.0527,30,30.0561,30,30.0527,30,30.0301,30
30,30.113,30,30.1976,30,30.2105,30,30.1976,30,30.113,30
30,30.4221,30,30.7378,30,30.7862,30,30.7378,30,30.4221,30
30,31.5754,30,32.7541,30,32.9345,30,32.7541,30,31.5754,30
30,35.88,38.5075,40.2794,40.3142,40.9528,40.3142,40.2794,38.5075,35.88,30
30,43.4378,47.872,49.5441,50.0267,50.251,50.0267,49.5441,47.872,43.4378,30
30,60,60,60,60,60,60,60,60,60,30
