0.5,0.135333,0.130667,0.126,0.121333,0.116667,0.112,0.107333,0.102667,0.098,0.0933333,0.0886667,0.084,0.0793333,0.0746667,0.07,0.0746667,0.0793333,0.084,0.0886667,0.0933333,0.098,0.102667,0.107333,0.112,0.116667,0.121333,0.126,0.130667,0.135333,-0.5
0,0.207636,0.131886,0.127176,0.122466,0.117756,0.113045,0.108335,0.103625,0.0989147,0.0942044,0.0894942,0.084784,0.0800738,0.0753636,0.0705787,0.0739698,0.0785929,0.083216,0.0878391,0.0924622,0.0970853,0.101708,0.106332,0.110955,0.115578,0.120201,0.124824,0.129447,0.181004,0
0.5,0.090379,0.145683,0.127198,0.122487,0.117776,0.113065,0.108354,0.103643,0.0989318,0.0942208,0.0895097,0.0847987,0.0800877,0.0753776,0.0706053,0.0741502,0.0786066,0.0832306,0.0878545,0.0924784,0.0971023,0.101726,0.10635,0.110974,0.115598,0.120222,0.124846,0.126304,0.144345,-0.5
0.5,0.268485,0.121947,0.13098,0.12362,0.118865,0.114111,0.109356,0.104601,0.0998468,0.0950922,0.0903376,0.085583,0.0808284,0.0760745,0.071181,0.073433,0.0778895,0.0824463,0.0870266,0.091607,0.0961873,0.100768,0.105348,0.109928,0.114509,0.119089,0.123868,0.128012,0.23034,-0.5
0.5,0.197149,0.172096,0.125963,0.124146,0.118906,0.11415,0.109394,0.104638,0.0998813,0.095125,0.0903688,0.0856125,0.0808563,0.0761029,0.0712363,0.0737943,0.0779108,0.0824787,0.0870573,0.0916392,0.0962212,0.100803,0.105385,0.109967,0.114549,0.11912,0.123701,0.118762,0.237376,-0.5
0.5,0.350354,0.132891,0.139768,0.124284,0.120084,0.115196,0.110397,0.105597,0.100797,0.0959971,0.0911972,0.0863974,0.0815974,0.0767995,0.0718058,0.0730371,0.0772409,0.0816926,0.0862294,0.0907672,0.0953056,0.0998439,0.104382,0.108921,0.11346,0.118,0.123322,0.122172,0.324147,-0.5
0.5,0.321562,0.21399,0.125779,0.127292,0.119955,0.115271,0.110454,0.105651,0.100849,0.0960466,0.0912442,0.0864419,0.0816396,0.0768427,0.0718924,0.0735816,0.0772576,0.0817497,0.0862748,0.0908154,0.0953561,0.0998969,0.104438,0.108978,0.113519,0.118004,0.122785,0.10682,0.375432,-0.5
0.5,0.446718,0.175987,0.156236,0.124476,0.12169,0.116283,0.11146,0.106612,0.101766,0.0969196,0.0920736,0.0872276,0.0823815,0.077539,0.0724519,0.0727655,0.0766604,0.0809575,0.0854482,0.0899425,0.0944396,0.0989367,0.103434,0.107931,0.112432,0.116924,0.123409,0.112828,0.481036,-0.5
0.5,0.452823,0.280672,0.133083,0.133389,0.120789,0.116497,0.11153,0.106685,0.101835,0.0969859,0.0921366,0.0872873,0.0824379,0.0775975,0.0725731,0.0734974,0.0766546,0.0810503,0.0855073,0.0900069,0.0945067,0.099007,0.103507,0.108007,0.112507,0.116844,0.122233,0.0899549,0.586571,-0.5
0.5,0.538286,0.267252,0.185006,0.125316,0.124246,0.11732,0.112562,0.107646,0.102753,0.0978602,0.0929672,0.0880742,0.0831808,0.0782931,0.0731182,0.0726039,0.0761583,0.0802438,0.084685,0.0891325,0.0935891,0.0980456,0.102502,0.106959,0.111427,0.115853,0.124361,0.10385,0.728929,-0.5
0.5,0.55893,0.386792,0.16074,0.144637,0.12142,0.118002,0.112609,0.107742,0.102841,0.0979436,0.0930464,0.0881492,0.0832519,0.0783675,0.0732781,0.073529,0.0761057,0.0803881,0.0847549,0.0892138,0.0936725,0.0981331,0.102594,0.107054,0.111514,0.115599,0.121926,0.0671969,0.911787,-0.5
0.5,0.587235,0.417926,0.236947,0.130562,0.128707,0.118237,0.11375,0.108696,0.103761,0.0988195,0.0938785,0.0889375,0.083996,0.079062,0.0738039,0.0725402,0.075742,0.0795537,0.0839426,0.0883369,0.0927537,0.0971701,0.101587,0.106004,0.110451,0.114789,0.126477,0.106532,1.1062,-0.5
0.5,0.591221,0.532463,0.233455,0.16525,0.122472,0.120142,0.113659,0.108836,0.103865,0.0989203,0.0939741,0.0890281,0.0840819,0.0791532,0.0740071,0.0736652,0.0756123,0.0797715,0.084018,0.0884369,0.0928532,0.0972748,0.101696,0.106116,0.110537,0.114215,0.121009,0.0260412,1.42117,-0.5
0.5,0.558744,0.593527,0.336984,0.150478,0.13674,0.119039,0.115138,0.109753,0.104793,0.0997978,0.0948081,0.0898182,0.0848274,0.079846,0.0745079,0.0725639,0.0754174,0.0788886,0.0832253,0.0875554,0.0919334,0.0963099,0.100688,0.105066,0.10951,0.113786,0.130837,0.16506,1.64818,-0.5
0.5,0.537477,0.646021,0.387098,0.206094,0.126525,0.123569,0.114637,0.109997,0.104906,0.099917,0.0949202,0.0899245,0.0849284,0.0799551,0.0747601,0.0738967,0.0751736,0.0792092,0.0832963,0.0876774,0.0920483,0.0964318,0.100815,0.105193,0.109571,0.11258,0.115365,-0.13458,2.29216,-0.5
