0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.0466667,0.0513333,0.056,0.0606667,0.0653333,0.07,0.0653333,0.0606667,0.056,0.0513333,0.0466667,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.0466667,0.0513333,0.056,0.0606667,0.0653333,0.0653333,0.0653333,0.0606667,0.056,0.0513333,0.0466667,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.0466667,0.0513333,0.056,0.0606667,0.0606667,0.0606667,0.0606667,0.0606667,0.056,0.0513333,0.0466667,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.0466667,0.0513333,0.056,0.056,0.056,0.056,0.056,0.056,0.056,0.0513333,0.0466667,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.0466667,0.0513333,0.0513333,0.0513333,0.0513333,0.0513333,0.0513333,0.0513333,0.0513333,0.0513333,0.0466667,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.0466667,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0373333,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.0326667,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0233333,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.0186667,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.00933333,0.00466667,0
0,0.00466667,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00933333,0.00466667,0
0,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0.00466667,0
